route,routename,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal
6,Jackson Park Express,2001-09-01T00:00:00.000,18377.3,14735.2,8430,473425
7,Harrison,2001-09-01T00:00:00.000,5916.4,0,0,112411
8,Halsted,2001-09-01T00:00:00.000,20693.6,14658.6,9965.9,526266
8A,South Halsted,2001-09-01T00:00:00.000,3449.6,3226.9,1650.8,91582
9,Ashland,2001-09-01T00:00:00.000,31185.2,24247.8,17154.2,816683
10,Museum of S & I,2001-09-01T00:00:00.000,0,741.4,538.1,6935
11,Lincoln/Sedgwick,2001-09-01T00:00:00.000,3332,1500.7,1060,77171
12,Roosevelt,2001-09-01T00:00:00.000,10347.3,8081.7,5596.1,270584
14,Jeffery Express,2001-09-01T00:00:00.000,9175.5,0,0,174335
17,Westchester,2001-09-01T00:00:00.000,687.9,0,0,13071
18,16th/18th,2001-09-01T00:00:00.000,1748.7,1137,643.9,42773
19,United Center Express,2001-09-01T00:00:00.000,214.7,247.3,0,1106
20,Madison,2001-09-01T00:00:00.000,23483.3,13921.8,8286.6,565511
21,Cermak,2001-09-01T00:00:00.000,7564.4,10113,6140.1,231130
X21,Cermak Express,2001-09-01T00:00:00.000,0,1092.3,619.7,9180
22,Clark,2001-09-01T00:00:00.000,19952.2,14077.2,11601.8,519088
24,Wentworth,2001-09-01T00:00:00.000,4695.2,0,0,89209
25,West Cermak,2001-09-01T00:00:00.000,613.1,0,0,11648
27,South Deering,2001-09-01T00:00:00.000,5954.6,3834.3,2984.7,150217
28,Stony Island,2001-09-01T00:00:00.000,13882.5,8987.9,5711.8,342979
29,State,2001-09-01T00:00:00.000,16905.1,13896.5,8803.5,443500
30,South Chicago,2001-09-01T00:00:00.000,4536.7,2258.4,703.9,101713
33,Mag Mile Express,2001-09-01T00:00:00.000,628.1,0,0,11934
34,South Michigan,2001-09-01T00:00:00.000,8269.5,5648,3843.5,208422
35,35th,2001-09-01T00:00:00.000,6852.7,3191.2,2661.2,162124
36,Broadway,2001-09-01T00:00:00.000,14931.2,12125.4,8332.3,394314
37,Sedgwick,2001-09-01T00:00:00.000,2532.8,0,0,48123
39,Pershing,2001-09-01T00:00:00.000,2521,0,0,47899
43,43rd,2001-09-01T00:00:00.000,1373,608.4,318.8,31043
44,Wallace-Racine,2001-09-01T00:00:00.000,6445.6,2835.3,1497.2,145626
47,47th,2001-09-01T00:00:00.000,9419,6005,4398.5,235377
48,South Damen,2001-09-01T00:00:00.000,1208,0,0,22953
49,Western,2001-09-01T00:00:00.000,27456.2,19541.5,14845.6,708449
49A,South Western,2001-09-01T00:00:00.000,649.9,0,0,12349
49B,North Western,2001-09-01T00:00:00.000,5344.2,3293.2,2995.9,135982
X49,Western Express,2001-09-01T00:00:00.000,6240,0,0,118559
50,Damen,2001-09-01T00:00:00.000,8924.5,5335,2924.6,213788
51,51st,2001-09-01T00:00:00.000,5512.5,4505.5,2488.5,142195
52,Kedzie/California,2001-09-01T00:00:00.000,13107.8,10048,7115.8,341984
52A,South Kedzie,2001-09-01T00:00:00.000,7287.2,3792.5,2527.4,172584
53,Pulaski,2001-09-01T00:00:00.000,22608.2,17282.1,11035.8,582180
53A,South Pulaski,2001-09-01T00:00:00.000,11938.7,3874.5,1999.1,258203
54,Cicero,2001-09-01T00:00:00.000,12558.3,10894,8041.1,341325
54A,North Cicero/Skokie Blvd.,2001-09-01T00:00:00.000,1394.5,0,0,26496
54B,South Cicero,2001-09-01T00:00:00.000,5297.1,4649.7,3031.8,142085
55,Garfield,2001-09-01T00:00:00.000,13964.1,10130.2,7833.3,362969
55N,55th/Narragansett,2001-09-01T00:00:00.000,1159.1,152.8,0,22786
56,Milwaukee,2001-09-01T00:00:00.000,14966.1,11011.9,7693.1,385574
56A,North Milwaukee,2001-09-01T00:00:00.000,729.1,0,0,13852
57,Laramie,2001-09-01T00:00:00.000,3418.3,1751.9,647.1,77590
59,59th/61st,2001-09-01T00:00:00.000,4266,2408,0,93095
60,Blue Island/26th,2001-09-01T00:00:00.000,15951.2,12498.7,8252.4,415080
62,Archer,2001-09-01T00:00:00.000,16395.7,7374.1,6054.6,384716
62H,Archer/Harlem,2001-09-01T00:00:00.000,1512.6,606.9,0,31774
63,63rd,2001-09-01T00:00:00.000,22455.4,17790.1,12349.3,589699
63W,West 63rd,2001-09-01T00:00:00.000,2433.8,796.3,597.4,53809
64,Foster-Canfield,2001-09-01T00:00:00.000,215.8,0,0,4099
65,Grand,2001-09-01T00:00:00.000,7734.7,3858.7,2812,183124
66,Chicago,2001-09-01T00:00:00.000,21701.5,15230.8,8961,542248
67,67th-69th-71st,2001-09-01T00:00:00.000,14997.4,10304,6731.7,376860
68,Northwest Highway,2001-09-01T00:00:00.000,1778.1,679.3,265.3,38773
69,Cumberland/East River,2001-09-01T00:00:00.000,423.1,0,0,8039
70,Division,2001-09-01T00:00:00.000,10847.5,8257.5,5501.1,280397
71,71st/South Shore,2001-09-01T00:00:00.000,7630,5927.2,3582.2,196099
72,North,2001-09-01T00:00:00.000,16123.3,13182.8,8722.8,424594
73,Armitage,2001-09-01T00:00:00.000,5201,2725.9,1377.3,120712
74,Fullerton,2001-09-01T00:00:00.000,14134.7,11117.9,7011.9,366219
75,74th-75th,2001-09-01T00:00:00.000,7510.2,5633.6,2981.7,188753
76,Diversey,2001-09-01T00:00:00.000,13264.5,8284.6,5526.2,326605
77,Belmont,2001-09-01T00:00:00.000,21487.2,14801.9,9693.1,540426
78,Montrose,2001-09-01T00:00:00.000,9006.4,6046.1,4026.5,225511
79,79th,2001-09-01T00:00:00.000,32296.8,25610.4,18504.3,852718
80,Irving Park,2001-09-01T00:00:00.000,12740.9,9722.2,5967.6,326494
81,Lawrence,2001-09-01T00:00:00.000,15746.1,12423.1,9023.8,415434
81W,West Lawrence,2001-09-01T00:00:00.000,1512.1,996.2,208.1,34751
82,Kimball-Homan,2001-09-01T00:00:00.000,21164.5,13955.6,8265,521494
84,Peterson,2001-09-01T00:00:00.000,4260.3,2251.9,1071.8,98637
85,Central,2001-09-01T00:00:00.000,13947.5,8564.6,5420.8,340350
85A,North Central,2001-09-01T00:00:00.000,1007.6,243.3,0,20360
86,Narragansett/Ridgeland,2001-09-01T00:00:00.000,2252.5,0,0,42797
87,87th,2001-09-01T00:00:00.000,17362.2,11426.2,5996,422988
88,Higgins,2001-09-01T00:00:00.000,1938.7,774,681.8,44796
90,Harlem,2001-09-01T00:00:00.000,3880.3,3147.5,1889.3,100799
90N,North Harlem,2001-09-01T00:00:00.000,407.8,191.5,0,8705
91,Austin,2001-09-01T00:00:00.000,8351.3,4169.3,2244.8,192990
92,Foster,2001-09-01T00:00:00.000,8396.4,4373.8,2967.8,199208
93,California/Dodge,2001-09-01T00:00:00.000,2126.6,1020.8,0,45510
94,South California,2001-09-01T00:00:00.000,11448.4,4423.3,3549.9,260937
95E,93rd-95th,2001-09-01T00:00:00.000,6678.3,4911.6,3258.3,170996
95W,West 95th,2001-09-01T00:00:00.000,4774.6,4882.9,2489,130066
96,Lunt,2001-09-01T00:00:00.000,1228.6,0,0,23343
97,Skokie,2001-09-01T00:00:00.000,3770.1,2338.3,1592.2,92877
100,Jeffery Manor Express,2001-09-01T00:00:00.000,1426.2,0,0,27098
103,West 103rd,2001-09-01T00:00:00.000,4255.1,1710.1,1195.1,96568
106,East 103rd,2001-09-01T00:00:00.000,2890.5,755.7,482.2,61591
108,Halsted/95th,2001-09-01T00:00:00.000,3197.8,0,0,60759
111,Pullman/111th/115th,2001-09-01T00:00:00.000,6652.7,3740,2202.6,158316
112,Vincennes/111th,2001-09-01T00:00:00.000,4265.7,1634.5,1021.4,95350
119,Michigan/119th,2001-09-01T00:00:00.000,5370.4,5126.1,2979.8,145547
120,Ogilvie/Wacker Express,2001-09-01T00:00:00.000,892.7,0,0,16961
121,Union/Wacker Express,2001-09-01T00:00:00.000,1386.1,0,0,26336
122,Illinois Center/Ogilvie Express,2001-09-01T00:00:00.000,1033,0,0,19627
123,Illinois Center/Union Express,2001-09-01T00:00:00.000,739.8,0,0,14056
124,Navy Pier,2001-09-01T00:00:00.000,0,1113.6,0,1114
125,Water Tower Express,2001-09-01T00:00:00.000,2547.1,0,0,48394
126,Jackson,2001-09-01T00:00:00.000,10567.7,5274.4,3120.6,245882
127,Madison/Roosevelt Circulator,2001-09-01T00:00:00.000,144.6,0,0,2748
128,Soldier Field Express,2001-09-01T00:00:00.000,0,0,1951.1,1951
129,West Loop/South Loop,2001-09-01T00:00:00.000,520.1,0,0,9881
130,Museum Campus,2001-09-01T00:00:00.000,0,450.4,0,450
135,Clarendon/LaSalle Express,2001-09-01T00:00:00.000,3210.8,0,0,61006
136,Sheridan/LaSalle Express,2001-09-01T00:00:00.000,1668.1,0,0,31695
145,Wilson/Michigan Express,2001-09-01T00:00:00.000,7654.7,4367,2373.5,181514
146,Inner Drive/Michigan Express,2001-09-01T00:00:00.000,8886.6,5417,4913.8,225413
147,Outer Drive Express,2001-09-01T00:00:00.000,9158.8,5858.1,0,203307
151,Sheridan,2001-09-01T00:00:00.000,23690.2,16115.2,13981.7,614580
152,Addison,2001-09-01T00:00:00.000,11749.8,5379.4,3035.2,268355
154,Wrigley Field Express,2001-09-01T00:00:00.000,204.8,0,0,410
155,Devon,2001-09-01T00:00:00.000,7456.7,5109.4,3298.8,187018
156,LaSalle,2001-09-01T00:00:00.000,8318.1,0,0,158044
157,Streeterville/Taylor,2001-09-01T00:00:00.000,3215.6,0,0,61097
169,69th-UPS Express,2001-09-01T00:00:00.000,741.3,140.7,0,14789
170,U. of Chicago/Midway,2001-09-01T00:00:00.000,201.2,0,0,3824
171,U. of Chicago/Hyde Park,2001-09-01T00:00:00.000,824.2,584.9,512.1,21071
172,U. of Chicago/Kenwood,2001-09-01T00:00:00.000,960.2,145.9,50.7,19130
173,U. of Chicago/Lakeview Express,2001-09-01T00:00:00.000,118.5,265.8,149.3,4212
201,Central/Ridge,2001-09-01T00:00:00.000,1536.3,423.3,222.8,32643
202,Main/Emerson,2001-09-01T00:00:00.000,390.5,0,0,7420
203,Ridge/Grant,2001-09-01T00:00:00.000,1362.4,0,0,25886
204,Dodge,2001-09-01T00:00:00.000,1528.1,0,0,29034
1,Indiana/Hyde Park,2001-10-01T00:00:00.000,7776.1,0,0,178851
2,Hyde Park Express,2001-10-01T00:00:00.000,1043.9,0,0,24009
3,King Drive,2001-10-01T00:00:00.000,23173.7,14474.3,9168.7,627567
4,Cottage Grove,2001-10-01T00:00:00.000,23096.5,17062.3,12256.7,648495
6,Jackson Park Express,2001-10-01T00:00:00.000,18494.2,13226.2,8410.1,511911
7,Harrison,2001-10-01T00:00:00.000,5729.1,0,0,131770
8,Halsted,2001-10-01T00:00:00.000,20439.3,13285.3,10284.3,564383
8A,South Halsted,2001-10-01T00:00:00.000,3265.2,2827.1,1956.6,94235
9,Ashland,2001-10-01T00:00:00.000,30734.7,22902.1,16568,864779
10,Museum of S & I,2001-10-01T00:00:00.000,0,621.8,383.3,4020
11,Lincoln/Sedgwick,2001-10-01T00:00:00.000,3589.5,1537.3,1086.6,93054
12,Roosevelt,2001-10-01T00:00:00.000,10128.3,7336.7,5229,283214
14,Jeffery Express,2001-10-01T00:00:00.000,9522.1,0,0,219009
17,Westchester,2001-10-01T00:00:00.000,797.8,0,0,18350
18,16th/18th,2001-10-01T00:00:00.000,1656.1,918.3,539.4,43920
19,United Center Express,2001-10-01T00:00:00.000,309.2,262.4,303.7,5146
20,Madison,2001-10-01T00:00:00.000,23887.5,13866.5,8713.6,639732
21,Cermak,2001-10-01T00:00:00.000,7368.1,8309.2,6358.8,228139
X21,Cermak Express,2001-10-01T00:00:00.000,0,553.7,298.3,3408
22,Clark,2001-10-01T00:00:00.000,20672.2,14236.2,12009.9,580445
24,Wentworth,2001-10-01T00:00:00.000,4848.9,0,0,111524
25,West Cermak,2001-10-01T00:00:00.000,571.5,0,0,13145
27,South Deering,2001-10-01T00:00:00.000,5603.2,3104.4,2879.9,152810
28,Stony Island,2001-10-01T00:00:00.000,13031.7,8987.7,5630.7,358202
29,State,2001-10-01T00:00:00.000,16155.3,11778,8734.2,453621
30,South Chicago,2001-10-01T00:00:00.000,4134,2010.6,684.4,105862
33,Mag Mile Express,2001-10-01T00:00:00.000,640.5,0,0,14731
34,South Michigan,2001-10-01T00:00:00.000,8056.5,4872.1,4198.5,221581
35,35th,2001-10-01T00:00:00.000,6684.7,3248.2,2344.3,176118
36,Broadway,2001-10-01T00:00:00.000,14854.5,13569.5,9371.9,433419
37,Sedgwick,2001-10-01T00:00:00.000,2516.8,0,0,57887
39,Pershing,2001-10-01T00:00:00.000,2370.2,0,0,54515
43,43rd,2001-10-01T00:00:00.000,1353.5,588.4,298.5,34677
44,Wallace-Racine,2001-10-01T00:00:00.000,6521.9,2228.3,1362.2,164367
47,47th,2001-10-01T00:00:00.000,8916.6,6225.4,4611.4,248428
48,South Damen,2001-10-01T00:00:00.000,1204.2,0,0,27697
49,Western,2001-10-01T00:00:00.000,25344.6,19698.5,13814.4,716976
49A,South Western,2001-10-01T00:00:00.000,622.2,71.8,0,14382
49B,North Western,2001-10-01T00:00:00.000,5383.6,3071.3,2928.6,147823
X49,Western Express,2001-10-01T00:00:00.000,6545.7,0,0,150550
50,Damen,2001-10-01T00:00:00.000,8528.7,4756.3,2911.2,226829
51,51st,2001-10-01T00:00:00.000,5279.8,4947.4,2284.3,150362
52,Kedzie/California,2001-10-01T00:00:00.000,12024.6,8167.3,6089.3,333591
52A,South Kedzie,2001-10-01T00:00:00.000,7081.3,4371,2267.7,189424
53,Pulaski,2001-10-01T00:00:00.000,21612.4,15478.1,11343.6,604373
53A,South Pulaski,2001-10-01T00:00:00.000,11195.5,3645.3,2024.7,280176
54,Cicero,2001-10-01T00:00:00.000,12895.5,9842.5,7789.7,367126
54A,North Cicero/Skokie Blvd.,2001-10-01T00:00:00.000,1301.8,0,0,29942
54B,South Cicero,2001-10-01T00:00:00.000,5051.3,4321.7,2873.6,144961
55,Garfield,2001-10-01T00:00:00.000,13385.6,10219.8,7353,378159
55N,55th/Narragansett,2001-10-01T00:00:00.000,1179.2,156.8,0,27749
56,Milwaukee,2001-10-01T00:00:00.000,14964.9,9563.4,7233.5,411382
56A,North Milwaukee,2001-10-01T00:00:00.000,676.8,0,0,15567
57,Laramie,2001-10-01T00:00:00.000,3252.9,1715.4,738.8,84634
59,59th/61st,2001-10-01T00:00:00.000,4271.9,2164,0,106910
60,Blue Island/26th,2001-10-01T00:00:00.000,15351.3,10293.3,7907.5,425882
62,Archer,2001-10-01T00:00:00.000,15778.5,7964.5,5503.8,416779
62H,Archer/Harlem,2001-10-01T00:00:00.000,1451.2,695.7,0,36159
63,63rd,2001-10-01T00:00:00.000,22080.1,16740,12139.3,623360
63W,West 63rd,2001-10-01T00:00:00.000,2415.3,772.4,509,60677
64,Foster-Canfield,2001-10-01T00:00:00.000,221.2,0,0,5087
65,Grand,2001-10-01T00:00:00.000,7233.8,3920.9,2289.9,191220
66,Chicago,2001-10-01T00:00:00.000,21585.4,13743.5,9329.1,588755
67,67th-69th-71st,2001-10-01T00:00:00.000,14576.3,9203.4,7129.4,400586
68,Northwest Highway,2001-10-01T00:00:00.000,1724.4,558.2,272.7,42986
69,Cumberland/East River,2001-10-01T00:00:00.000,441.9,0,0,10163
70,Division,2001-10-01T00:00:00.000,10447.8,7410,5277,291046
71,71st/South Shore,2001-10-01T00:00:00.000,7383.8,5253,3738.8,205794
72,North,2001-10-01T00:00:00.000,15626.9,11980.9,8492.6,441313
73,Armitage,2001-10-01T00:00:00.000,5007.9,2335.6,1477.6,130436
74,Fullerton,2001-10-01T00:00:00.000,13459.2,9715.1,6664.2,375078
75,74th-75th,2001-10-01T00:00:00.000,7598.4,4711.9,3733.5,208544
76,Diversey,2001-10-01T00:00:00.000,12694.6,7209.1,5581.9,343140
77,Belmont,2001-10-01T00:00:00.000,21071,13409.3,9464.9,576130
78,Montrose,2001-10-01T00:00:00.000,9485.6,5620.8,4007.1,256681
79,79th,2001-10-01T00:00:00.000,32293.8,24390,17640.2,910878
80,Irving Park,2001-10-01T00:00:00.000,12408.9,9037.5,5935.5,345296
81,Lawrence,2001-10-01T00:00:00.000,15616.5,11278.8,8884.9,439835
81W,West Lawrence,2001-10-01T00:00:00.000,1529.3,912.1,166.6,39490
82,Kimball-Homan,2001-10-01T00:00:00.000,20034.2,11633,8670.8,542002
84,Peterson,2001-10-01T00:00:00.000,4142.7,1939.7,1131.4,107566
85,Central,2001-10-01T00:00:00.000,13525.2,8402.4,5749.3,367686
85A,North Central,2001-10-01T00:00:00.000,908.5,107.7,0,21326
86,Narragansett/Ridgeland,2001-10-01T00:00:00.000,2284.4,0,0,52542
87,87th,2001-10-01T00:00:00.000,16547.1,9588.2,6850.9,446341
88,Higgins,2001-10-01T00:00:00.000,1855.9,692,798,48645
90,Harlem,2001-10-01T00:00:00.000,3689.2,2925,1761.3,103597
90N,North Harlem,2001-10-01T00:00:00.000,431.3,132.1,0,10448
91,Austin,2001-10-01T00:00:00.000,8278.1,3796.1,2583.4,215914
92,Foster,2001-10-01T00:00:00.000,8009.3,3941.8,2780.5,211103
93,California/Dodge,2001-10-01T00:00:00.000,2215.5,1058.3,0,55189
94,South California,2001-10-01T00:00:00.000,10714,4711.7,3442.7,279041
95E,93rd-95th,2001-10-01T00:00:00.000,6297.4,4763.4,3038.4,176047
95W,West 95th,2001-10-01T00:00:00.000,4912.7,4691.5,2927.5,143468
96,Lunt,2001-10-01T00:00:00.000,1329.3,0,0,30575
97,Skokie,2001-10-01T00:00:00.000,3647.6,2352.3,1541.4,99471
100,Jeffery Manor Express,2001-10-01T00:00:00.000,1406.7,0,0,32355
103,West 103rd,2001-10-01T00:00:00.000,4028.9,1504.4,1214.4,103541
106,East 103rd,2001-10-01T00:00:00.000,2726.5,795,612,68338
108,Halsted/95th,2001-10-01T00:00:00.000,3170.8,0,0,72927
111,Pullman/111th/115th,2001-10-01T00:00:00.000,6185.6,3359.2,1921.7,163392
112,Vincennes/111th,2001-10-01T00:00:00.000,4066.3,1280,1048.8,102840
119,Michigan/119th,2001-10-01T00:00:00.000,5171.7,4745.8,3106.8,150360
120,Ogilvie/Wacker Express,2001-10-01T00:00:00.000,983.6,0,0,22622
121,Union/Wacker Express,2001-10-01T00:00:00.000,1434.7,0,0,32998
122,Illinois Center/Ogilvie Express,2001-10-01T00:00:00.000,1211.3,0,0,27859
123,Illinois Center/Union Express,2001-10-01T00:00:00.000,852.6,0,0,19609
125,Water Tower Express,2001-10-01T00:00:00.000,2773.4,0,0,63788
126,Jackson,2001-10-01T00:00:00.000,9846.3,4758.6,3154.4,258118
127,Madison/Roosevelt Circulator,2001-10-01T00:00:00.000,211.1,0,0,4854
128,Soldier Field Express,2001-10-01T00:00:00.000,0,0,1779.7,3559
129,West Loop/South Loop,2001-10-01T00:00:00.000,582.4,0,0,13396
135,Clarendon/LaSalle Express,2001-10-01T00:00:00.000,3287.8,0,0,75619
136,Sheridan/LaSalle Express,2001-10-01T00:00:00.000,1945.1,0,0,44737
145,Wilson/Michigan Express,2001-10-01T00:00:00.000,7593,4175.6,2182.7,200073
146,Inner Drive/Michigan Express,2001-10-01T00:00:00.000,9014.6,5746.3,5560.3,252563
147,Outer Drive Express,2001-10-01T00:00:00.000,9481.4,6431.2,0,243796
151,Sheridan,2001-10-01T00:00:00.000,24082.9,14636.9,12572.9,662747
152,Addison,2001-10-01T00:00:00.000,11751.7,4657.5,2836,300262
154,Wrigley Field Express,2001-10-01T00:00:00.000,101.7,0,0,102
155,Devon,2001-10-01T00:00:00.000,7286,5197.3,3593.6,202741
156,LaSalle,2001-10-01T00:00:00.000,8246.7,0,0,189674
157,Streeterville/Taylor,2001-10-01T00:00:00.000,3184.4,0,0,73241
169,69th-UPS Express,2001-10-01T00:00:00.000,896,174.8,0,21308
170,U. of Chicago/Midway,2001-10-01T00:00:00.000,212.8,0,0,4893
171,U. of Chicago/Hyde Park,2001-10-01T00:00:00.000,1032.2,405.2,498.5,27356
172,U. of Chicago/Kenwood,2001-10-01T00:00:00.000,1719,144.8,48.9,40312
173,U. of Chicago/Lakeview Express,2001-10-01T00:00:00.000,225.8,363,155.3,7266
201,Central/Ridge,2001-10-01T00:00:00.000,1354.1,511.6,287.8,34341
202,Main/Emerson,2001-10-01T00:00:00.000,446.2,0,0,10263
203,Ridge/Grant,2001-10-01T00:00:00.000,1456.1,0,0,33491
204,Dodge,2001-10-01T00:00:00.000,1646.3,0,0,37864
1,Indiana/Hyde Park,2001-11-01T00:00:00.000,7163.8,0,0,150439
2,Hyde Park Express,2001-11-01T00:00:00.000,955,0,0,20056
3,King Drive,2001-11-01T00:00:00.000,23295.2,14907.6,9077.6,594217
4,Cottage Grove,2001-11-01T00:00:00.000,23897.4,18514.1,11894,635372
6,Jackson Park Express,2001-11-01T00:00:00.000,18685.3,15039,8083.3,492963
7,Harrison,2001-11-01T00:00:00.000,5644.8,0,0,118541
8,Halsted,2001-11-01T00:00:00.000,20021.9,12163.9,9361.7,515924
8A,South Halsted,2001-11-01T00:00:00.000,3389.1,2886.2,1673,91081
9,Ashland,2001-11-01T00:00:00.000,30288.8,22763.6,15671,805475
10,Museum of S & I,2001-11-01T00:00:00.000,0,716.5,433.3,5033
11,Lincoln/Sedgwick,2001-11-01T00:00:00.000,3602,1513.9,1029.3,86845
12,Roosevelt,2001-11-01T00:00:00.000,10189.2,7191.7,5508.4,270281
14,Jeffery Express,2001-11-01T00:00:00.000,9655.6,0,0,202769
17,Westchester,2001-11-01T00:00:00.000,673.9,0,0,14151
18,16th/18th,2001-11-01T00:00:00.000,1674.2,839,563,41329
19,United Center Express,2001-11-01T00:00:00.000,395,0,358.3,3481
20,Madison,2001-11-01T00:00:00.000,23783.6,14157.5,8410.7,598138
21,Cermak,2001-11-01T00:00:00.000,7253.5,8994.6,6043.9,218521
X21,Cermak Express,2001-11-01T00:00:00.000,0,900.5,466.2,5467
22,Clark,2001-11-01T00:00:00.000,20725.2,14237.2,11005.6,547207
24,Wentworth,2001-11-01T00:00:00.000,4973,0,0,104433
25,West Cermak,2001-11-01T00:00:00.000,482.3,0,0,10128
27,South Deering,2001-11-01T00:00:00.000,5654.8,3601.6,2744.6,146881
28,Stony Island,2001-11-01T00:00:00.000,13260.5,9676.5,5845.5,346404
29,State,2001-11-01T00:00:00.000,17630.5,12180.5,8904.8,463487
30,South Chicago,2001-11-01T00:00:00.000,4183.6,2172.3,530.9,99199
33,Mag Mile Express,2001-11-01T00:00:00.000,654.9,0,0,13754
34,South Michigan,2001-11-01T00:00:00.000,8234.3,5307.4,4176.7,215033
35,35th,2001-11-01T00:00:00.000,6679.4,3549.3,2341.3,166171
36,Broadway,2001-11-01T00:00:00.000,14954.4,13066.6,8808,410348
37,Sedgwick,2001-11-01T00:00:00.000,2416,0,0,50735
39,Pershing,2001-11-01T00:00:00.000,2227.5,0,0,46777
43,43rd,2001-11-01T00:00:00.000,1354,666.2,299.6,32596
44,Wallace-Racine,2001-11-01T00:00:00.000,6098.8,2628,1601,146591
47,47th,2001-11-01T00:00:00.000,8669,6364.4,4062.9,227822
48,South Damen,2001-11-01T00:00:00.000,1133.8,0,0,23809
49,Western,2001-11-01T00:00:00.000,24199.8,20478,13006.5,655139
49A,South Western,2001-11-01T00:00:00.000,628.1,0,223.2,13413
49B,North Western,2001-11-01T00:00:00.000,5228.3,3137.9,2650.7,135599
X49,Western Express,2001-11-01T00:00:00.000,6220.7,0,0,130636
50,Damen,2001-11-01T00:00:00.000,8514.6,4663.8,2698.8,210956
51,51st,2001-11-01T00:00:00.000,5035.9,5279.9,2163.7,137693
52,Kedzie/California,2001-11-01T00:00:00.000,11800.8,8558.8,6211.8,313111
52A,South Kedzie,2001-11-01T00:00:00.000,6901.3,3770.6,2064.9,170335
53,Pulaski,2001-11-01T00:00:00.000,21432.3,16723.5,10341.6,568680
53A,South Pulaski,2001-11-01T00:00:00.000,10297.6,3707.2,1858.6,240371
54,Cicero,2001-11-01T00:00:00.000,12887.5,10418.9,7776.7,351197
54A,North Cicero/Skokie Blvd.,2001-11-01T00:00:00.000,1362.1,0,0,28604
54B,South Cicero,2001-11-01T00:00:00.000,4944.9,4617.5,2695.5,135790
55,Garfield,2001-11-01T00:00:00.000,13075.3,10294.8,7173.9,351630
55N,55th/Narragansett,2001-11-01T00:00:00.000,1076.8,202.8,0,23425
56,Milwaukee,2001-11-01T00:00:00.000,14324.9,9491.9,6501.4,371297
56A,North Milwaukee,2001-11-01T00:00:00.000,645.2,0,0,13550
57,Laramie,2001-11-01T00:00:00.000,3384.7,1450,566.3,79710
59,59th/61st,2001-11-01T00:00:00.000,4258.3,2195,0,98204
60,Blue Island/26th,2001-11-01T00:00:00.000,15225,10301.8,7332.8,397596
62,Archer,2001-11-01T00:00:00.000,15163.9,8010.6,5257.7,376773
62H,Archer/Harlem,2001-11-01T00:00:00.000,1501.4,678.2,0,34243
63,63rd,2001-11-01T00:00:00.000,21704.4,16267.7,12157.3,581650
63W,West 63rd,2001-11-01T00:00:00.000,2407.8,826.4,482.6,56282
64,Foster-Canfield,2001-11-01T00:00:00.000,201.1,0,0,4223
65,Grand,2001-11-01T00:00:00.000,7227.8,3586.1,2177,177014
66,Chicago,2001-11-01T00:00:00.000,21706.7,13998.5,9407.8,558874
67,67th-69th-71st,2001-11-01T00:00:00.000,14008.8,9041.7,6985.6,365280
68,Northwest Highway,2001-11-01T00:00:00.000,1654.7,599.2,213.2,38211
69,Cumberland/East River,2001-11-01T00:00:00.000,434.8,0,0,9131
70,Division,2001-11-01T00:00:00.000,10906.6,8346.4,5251.8,288684
71,71st/South Shore,2001-11-01T00:00:00.000,7908,5664.9,3778.5,207619
72,North,2001-11-01T00:00:00.000,15791.8,12191.8,8365.8,422224
73,Armitage,2001-11-01T00:00:00.000,4817.8,2466.6,1229.5,117188
74,Fullerton,2001-11-01T00:00:00.000,13028,10700.3,6312.8,347954
75,74th-75th,2001-11-01T00:00:00.000,7529.6,4535.1,3233.6,192430
76,Diversey,2001-11-01T00:00:00.000,13040.4,7451.9,5507.2,331192
77,Belmont,2001-11-01T00:00:00.000,20904.4,13039.2,8657.9,534438
78,Montrose,2001-11-01T00:00:00.000,8974.8,5682.1,3471.2,228555
79,79th,2001-11-01T00:00:00.000,33331.6,24975.9,17456.2,887149
80,Irving Park,2001-11-01T00:00:00.000,12016.8,9315,5469.2,316960
81,Lawrence,2001-11-01T00:00:00.000,14846.2,10834.3,8479.3,397505
81W,West Lawrence,2001-11-01T00:00:00.000,1506.5,847.7,132.1,35688
82,Kimball-Homan,2001-11-01T00:00:00.000,19798.2,11229.5,7782.3,499591
84,Peterson,2001-11-01T00:00:00.000,4107.7,1927.7,1072.8,99336
85,Central,2001-11-01T00:00:00.000,13249.8,8430.5,5264,338288
85A,North Central,2001-11-01T00:00:00.000,895.1,68,0,19070
86,Narragansett/Ridgeland,2001-11-01T00:00:00.000,2126.3,0,0,44652
87,87th,2001-11-01T00:00:00.000,16752.9,10480.8,6785.7,427662
88,Higgins,2001-11-01T00:00:00.000,1811.6,778.3,832.7,45320
90,Harlem,2001-11-01T00:00:00.000,3907.3,3131.6,1470.1,101931
90N,North Harlem,2001-11-01T00:00:00.000,379.5,222.1,0,8858
91,Austin,2001-11-01T00:00:00.000,8243.9,3887.1,2478.1,201061
92,Foster,2001-11-01T00:00:00.000,7641,4351.2,2619.1,190961
93,California/Dodge,2001-11-01T00:00:00.000,2250.7,1024.8,0,51365
94,South California,2001-11-01T00:00:00.000,10790.3,5015.5,3210.2,262709
95E,93rd-95th,2001-11-01T00:00:00.000,6269.6,4531.4,3127.7,165427
